3.6011,4.2533,-1
4.1174,8.9477,1
4.0838,7.75,1
10.388,10.023,1
8.8738,2.1697,-1
15.573,6.5627,1
13.086,2.2571,-1
10.459,3.213,-1
11.439,3.9568,-1
13.249,1.9436,-1
13.95,8.4346,1
13.69,3.6234,-1
5.3077,3.781,-1
5.2354,4.8286,-1
5.6513,8.0216,1
12.62,10.081,1
2.5308,7.359,1
3.0155,7.6953,1
5.0755,7.5758,1
2.5756,6.7116,-1
5.9005,11.671,1
14.343,3.6914,-1
6.8476,7.2665,1
12.066,9.0958,1
6.2939,8.6033,-1
14.297,10.05,1
14.323,3.6099,-1
10.894,6.8014,1
3.1705,6.7022,1
4.5811,9.0649,1
11.627,7.3264,1
2.9575,9.4932,1
5.6655,3.4657,-1
4.4071,8.8488,1
5.1421,9.6594,1
14.073,6.8282,1
10.998,8.9959,1
12.836,8.6798,1
2.0199,10.018,1
4.7948,4.1738,1
13.744,7.3609,1
2.7263,8.7164,-1
3.9217,3.0667,-1
12.517,0.7742,-1
3.2282,3.6162,-1
10.424,3.8536,-1
11.477,8.4674,1
4.8134,6.1523,-1
4.423,3.2337,-1
4.0519,7.7998,1
2.0797,8.8937,1
14.673,2.948,-1
15.149,9.4695,1
15.819,9.1438,1
11.063,6.4257,-1
5.1927,6.7202,1
11.127,7.3822,1
17.876,4.8507,1
3.2868,8.3192,1
7.7716,4.0127,-1
13.668,2.9942,-1
1.6445,6.4847,1
14.178,7.9605,1
5.9394,3.5341,1
10.698,4.0213,-1
6.6128,5.778,-1
15.15,10.667,1
10.179,4.4893,-1
16.197,6.9677,1
6.6259,4.5517,-1
6.5637,7.173,1
11.379,8.2653,1
5.3917,2.9414,-1
9.2542,3.2272,-1
11.432,7.934,1
17.662,7.8705,1
4.4672,5.3895,-1
15.011,9.7736,1
4.7145,6.2072,1
13.893,3.1576,-1
4.0415,8.9427,1
3.8742,4.1678,-1
9.1539,3.4684,-1
14.372,2.9364,-1
15.538,7.3947,-1
8.8911,4.967,1
12.929,10.859,1
4.0603,3.3786,-1
12.783,3.2895,-1
14.989,6.4503,-1
14.913,4.1766,-1
10.327,2.4524,-1
10.41,9.4736,1
6.0244,4.8363,-1
16.323,8.1041,1
4.3001,9.3279,-1
4.9151,9.2662,1
14.409,3.8807,-1
17.917,5.0092,1
11.409,7.479,1
15.419,7.4306,1
0.83291,8.0931,1
3.1107,7.4806,1
15.474,3.2262,-1
16.607,7.7747,-1
8.5583,4.1426,-1
13.34,8.1427,1
8.6346,4.416,1
13.761,3.6274,-1
14.209,5.6898,1
8.7001,4.4349,-1
3.4153,6.4624,1
12.056,6.8719,1
4.778,8.4292,1
4.7207,8.791,-1
13.817,8.6012,1
5.7859,8.4996,1
12.636,1.0477,-1
4.0791,8.0369,1
13.353,7.4539,1
3.7655,4.8959,1
5.0455,4.2495,-1
11.81,10.376,1
12.13,7.2375,1
3.8516,5.5868,-1
16.489,10.841,-1
18.983,6.9554,-1
14.857,7.2001,1
6.3579,8.3015,1
14.216,11.511,1
9.2442,2.6238,-1
12.925,9.4344,1
12.565,0.98177,-1
8.9201,3.2882,-1
10.026,5.8761,-1
3.4004,6.86,1
16.782,6.1835,1
3.7248,10.72,1
5.6705,3.3,-1
1.8823,8.7255,1
15.424,7.7276,1
13.309,7.7076,-1
5.8532,4.0884,-1
3.709,6.4675,1
16.37,8.8482,1
14.862,2.6416,-1
12.926,9.0514,1
4.0153,9.1027,1
4.2537,3.368,-1
3.9916,9.4792,1
12.331,9.5078,1
16.498,8.4835,-1
13.465,7.7511,1
14.166,3.3982,-1
15.707,9.1689,1
8.9481,6.1717,-1
2.4818,6.5204,1
16.405,4.557,1
14.668,3.6948,-1
14.165,3.0478,-1
